Кампания;Группа;Ключевая фраза;Частотность;Минус-слова группы;Посадочная страница;URL с UTM
SERVICES;service_intercity;аренда минивэна межгород;27;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;перевозки межгород минивэн;20;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;минивэн яндекс межгород;19;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;аренда минивэна с водителем межгород;9;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;водитель на минивэн межгород вакансии;9;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;поехать на минивэне в межгород;8;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;профи ру минивэн межгород;7;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;трансфер межгород минивэн;5;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_intercity;цена поездки на минивэне межгород;5;;https://zakazminivena.ru/service/intercity;https://zakazminivena.ru/service/intercity?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_intercity&utm_term={keyword}&yclid={yclid}
SERVICES;service_wedding;минивэн на свадьбу;102;;https://zakazminivena.ru/service/wedding;https://zakazminivena.ru/service/wedding?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_wedding&utm_term={keyword}&yclid={yclid}
SERVICES;service_wedding;минивэн на свадьбу с водителем;27;;https://zakazminivena.ru/service/wedding;https://zakazminivena.ru/service/wedding?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_wedding&utm_term={keyword}&yclid={yclid}
SERVICES;service_wedding;заказать минивэн на свадьбу;25;;https://zakazminivena.ru/service/wedding;https://zakazminivena.ru/service/wedding?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_wedding&utm_term={keyword}&yclid={yclid}
SERVICES;service_wedding;аренда минивэна на свадьбу;17;;https://zakazminivena.ru/service/wedding;https://zakazminivena.ru/service/wedding?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_wedding&utm_term={keyword}&yclid={yclid}
SERVICES;service_wedding;минивэн на свадьбу 8 мест;7;;https://zakazminivena.ru/service/wedding;https://zakazminivena.ru/service/wedding?utm_source=yandex&utm_medium=cpc&utm_campaign=services&utm_content=service_wedding&utm_term={keyword}&yclid={yclid}
